cancer.type	eQTL.type	tagSNP	LD	SNP.ID	SNP.position.hg19	Gene.symbol	Gene.position.hg19	Beta	t-stat	P-value	GWAS-Traits	
BRCA	cis	1	rs1000083	chr5:96533469	ERAP2	chr5:96211644-96255398:+	-0.28	-4.05	5.6E-5	Cisplatin-induced ototoxicity	
BRCA	cis	1	rs802070	chr6:49656358	CRISP3	chr6:49695092-49712056:-	0.14	3.63	0.000297	Bone mineral density (hip) and age at menarche	
BRCA	cis	1	rs802072	chr6:49656000	CRISP3	chr6:49695092-49712056:-	0.14	3.7	0.000225	Bone mineral density (hip) and age at menarche	
BRCA	cis	1	rs802075	chr6:49654166	CRISP3	chr6:49695092-49712056:-	0.14	3.93	9.12E-5	Bone mineral density (hip) and age at menarche	
BRCA	cis	1	rs8021692	chr14:104428576	TDRD9	chr14:104394817-104519002:+	0.4	10.23	1.66E-23	Bipolar disorder	
BRCA	cis	1	rs8023482	chr15:40307095	SRP14	chr15:40327891-40331389:-	-0.26	-5.62	2.39E-8	Response to haloperidol in psychosis	
BRCA	cis	1	rs80245547	chr4:106628955	INTS12	chr4:106603787-106629881:-	-0.28	-3.47	0.000547	Post bronchodilator FEV1	
BRCA	cis	1	rs80259160	chr6:26190199	HIST1H3E	chr6:26224427-26226589:+	0.35	6.78	1.93E-11	Renal underexcretion gout;Gout	
BRCA	cis	1	rs80259168	chr10:96543753	C10orf129	chr10:96953957-96988685:+	0.32	5.36	1.03E-7	Blood metabolite levels	
BRCA	cis	1	rs8026166	chr15:100299414	C15orf51	chr15:100330361-100347132:-	-0.18	-4.36	1.41E-5	Major depressive disorder	
BRCA	cis	1	rs8027260	chr15:65955172	DPP8	chr15:65737999-65810035:-	0.09	4.37	1.38E-5	Mean corpuscular hemoglobin	
BRCA	cis	1	rs80277764	chr20:33739456	MMP24	chr20:33814539-33864804:+	-0.26	-4.26	2.26E-5	Anticoagulant levels;D-dimer levels;Protein C levels;Factor VII levels;Hemostatic factors and hematological phenotypes	
BRCA	cis	1	rs80277764	chr20:33739456	PROCR	chr20:33758727-33765164:+	-0.27	-5.14	3.23E-7	Anticoagulant levels;D-dimer levels;Protein C levels;Factor VII levels;Hemostatic factors and hematological phenotypes	
BRCA	cis	1	rs80310238	chr5:56267984	MAP3K1	chr5:56110900-56191976:+	-0.26	-4.33	1.66E-5	Breast cancer (early onset)	
BRCA	cis	1	rs80314222	chr19:50525514	SIGLEC16	chr19:50472912-50479075:+	0.75	9.55	8.55E-21	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	
BRCA	cis	1	rs80314222	chr19:50525514	TBC1D17	chr19:50380829-50392000:+	-0.23	-4.12	4.1E-5	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	
BRCA	cis	1	rs8031540	chr15:69328606	GLCE	chr15:69452973-69564544:+	0.25	4.1	4.5E-5	Obesity-related traits	
BRCA	cis	1	rs8031540	chr15:69328606	TMEM84	chr15:69365266-69388161:+	0.25	3.91	9.73E-5	Obesity-related traits	
BRCA	cis	1	rs8031576	chr15:90380214	AP3S2	chr15:90373832-90456222:-	-0.48	-12.61	4.57E-34	Type 2 diabetes	
BRCA	cis	1	rs80317430	chr12:56727705	COQ10A	chr12:56660642-56664748:+	-0.28	-3.92	9.3E-5	Psoriasis vulgaris	
BRCA	cis	1	rs80317430	chr12:56727705	RPS26	chr12:56435686-56438005:+	-0.29	-3.74	0.000191	Psoriasis vulgaris	
BRCA	cis	1	rs80317430	chr12:56727705	SLC39A5	chr12:56623820-56631627:+	-0.25	-3.58	0.000361	Psoriasis vulgaris	
BRCA	cis	1	rs8031948	chr15:78816057	AGPHD1	chr15:78799906-78829714:+	-0.15	-3.5	0.000482	Post bronchodilator FEV1;Emphysema imaging phenotypes;Local histogram emphysema pattern;Emphysema distribution in smoking;Post bronchodilator FEV1/FVC ratio in COPD;Post bronchodilator FEV1/FVC ratio	
BRCA	cis	1	rs8031948	chr15:78816057	CHRNA5	chr15:78857906-78886458:+	-0.19	-5.83	7.51E-9	Post bronchodilator FEV1;Emphysema imaging phenotypes;Local histogram emphysema pattern;Emphysema distribution in smoking;Post bronchodilator FEV1/FVC ratio in COPD;Post bronchodilator FEV1/FVC ratio	
BRCA	cis	1	rs8032675	chr15:67959464	IQCH	chr15:67547188-67794139:+	0.14	4.92	9.86E-7	Motion sickness	
BRCA	cis	1	rs8034191	chr15:78806023	AGPHD1	chr15:78799906-78829714:+	-0.21	-4.89	1.15E-6	Post bronchodilator FEV1;Emphysema imaging phenotypes;Local histogram emphysema pattern;Emphysema distribution in smoking;Post bronchodilator FEV1/FVC ratio in COPD;Post bronchodilator FEV1/FVC ratio	
BRCA	cis	1	rs8034191	chr15:78806023	CHRNA5	chr15:78857906-78886458:+	-0.18	-5.58	3.02E-8	Post bronchodilator FEV1;Emphysema imaging phenotypes;Local histogram emphysema pattern;Emphysema distribution in smoking;Post bronchodilator FEV1/FVC ratio in COPD;Post bronchodilator FEV1/FVC ratio	
BRCA	cis	1	rs8035635	chr15:51010829	AP4E1	chr15:51200946-51298097:+	-0.11	-4.23	2.56E-5	Alzheimer's disease (late onset)	
BRCA	cis	1	rs8035635	chr15:51010829	SPPL2A	chr15:50999739-51057910:-	-0.11	-4.2	2.89E-5	Alzheimer's disease (late onset)	
BRCA	cis	1	rs8035675	chr15:67965581	IQCH	chr15:67547188-67794139:+	0.14	5.11	3.87E-7	Motion sickness	
BRCA	cis	1	rs803688	chr15:83216793	FAM154B	chr15:82555152-82577265:+	-0.13	-3.81	0.000146	Schizophrenia	
BRCA	cis	1	rs803688	chr15:83216793	GOLGA6L9	chr15:82711895-82731584:+;chr15	-0.1	-3.79	0.000162	Schizophrenia	
BRCA	cis	1	rs8041357	chr15:74869438	STRA6	chr15:74471810-74502046:-	0.29	3.69	0.000233	Bladder cancer	
BRCA	cis	1	rs8042849	chr15:78817929	AGPHD1	chr15:78799906-78829714:+	0.15	3.7	0.000231	Post bronchodilator FEV1;Post bronchodilator FEV1/FVC ratio in COPD;Post bronchodilator FEV1/FVC ratio	
BRCA	cis	1	rs8042849	chr15:78817929	CHRNA5	chr15:78857906-78886458:+	0.16	5.05	5.29E-7	Post bronchodilator FEV1;Post bronchodilator FEV1/FVC ratio in COPD;Post bronchodilator FEV1/FVC ratio	
BRCA	cis	1	rs8049173	chr16:11436882	C16orf75	chr16:11343506-11445617:+	0.31	9.19	1.92E-19	Vein graft stenosis in coronary artery bypass grafting	
BRCA	cis	1	rs8049439	chr16:28837515	EIF3C	chr16:28722782-28747052:+;chr16	0.15	4.43	1.03E-5	Educational attainment;Inflammatory bowel disease (early onset);Educational attainment (years of education)	
BRCA	cis	1	rs8049439	chr16:28837515	EIF3CL	chr16:28699879-28747052:+;chr16	0.24	6.64	5.09E-11	Educational attainment;Inflammatory bowel disease (early onset);Educational attainment (years of education)	
BRCA	cis	1	rs8055427	chr16:11436883	C16orf75	chr16:11343506-11445617:+	0.31	9.19	1.92E-19	Vein graft stenosis in coronary artery bypass grafting	
BRCA	cis	1	rs8065437	chr17:45721653	C17orf57	chr17:45401142-45518675:+	0.29	10.05	9.11E-23	Very long-chain saturated fatty acid levels (fatty acid 20:0)	
BRCA	cis	1	rs8065437	chr17:45721653	TBKBP1	chr17:45772630-45789427:+	-0.15	-4.56	5.74E-6	Very long-chain saturated fatty acid levels (fatty acid 20:0)	
BRCA	cis	1	rs8066156	chr17:30361629	C17orf79	chr17:30178885-30186326:-	-0.16	-4.17	3.27E-5	Height	
BRCA	cis	1	rs807670	chr22:19154608	SLC25A1	chr22:19163095-19166301:-	-0.17	-5.94	3.94E-9	Metabolite levels	
BRCA	cis	1	rs807931	chr3:47389317	CCR2	chr3:46395235-46402412:+	0.06	3.43	0.000616	Colorectal cancer	
BRCA	cis	1	rs807931	chr3:47389317	CCRL2	chr3:46448721-46451013:+	-0.08	-3.41	0.000675	Colorectal cancer	
BRCA	cis	1	rs809367	chr10:89741806	ATAD1	chr10:89512875-89577917:-	0.17	4.04	5.67E-5	Parental extreme longevity (95 years and older)	
BRCA	cis	1	rs809367	chr10:89741806	FAM35A	chr10:88854953-88951220:+	0.18	4.21	2.75E-5	Parental extreme longevity (95 years and older)	
BRCA	cis	1	rs809367	chr10:89741806	GLUD1	chr10:88810246-88854623:-	0.16	3.98	7.43E-5	Parental extreme longevity (95 years and older)	
BRCA	cis	1	rs809367	chr10:89741806	LIPK	chr10:90484301-90512511:+	-0.13	-3.38	0.000743	Parental extreme longevity (95 years and older)	
BRCA	cis	1	rs809367	chr10:89741806	MINPP1	chr10:89264223-89313168:+	0.18	3.92	9.28E-5	Parental extreme longevity (95 years and older)	
BRCA	cis	1	rs809367	chr10:89741806	PTEN	chr10:89623195-89728531:+	0.18	4.19	2.96E-5	Parental extreme longevity (95 years and older)	
BRCA	cis	1	rs809775	chr1:46538040	CCDC163P	chr1:45960581-45965646:-	-0.4	-11.81	2.37E-30	Body mass index	
BRCA	cis	1	rs809775	chr1:46538040	MUTYH	chr1:45794915-45806142:-	0.12	4.69	3.09E-6	Body mass index	
BRCA	cis	1	rs8098064	chr18:8209269	ANKRD12	chr18:9136758-9285206:+	0.21	4.11	4.17E-5	Dialysis-related mortality	
BRCA	cis	1	rs8098064	chr18:8209269	NDUFV2	chr18:9102675-9134336:+	0.3	5.19	2.57E-7	Dialysis-related mortality	
BRCA	cis	1	rs8098064	chr18:8209269	RAB12	chr18:8609435-8639379:+	0.28	4.31	1.82E-5	Dialysis-related mortality	
BRCA	cis	1	rs8101881	chr19:33364628	SLC7A9	chr19:33321421-33360683:-	-0.23	-6.95	6.5E-12	Blood metabolite levels;Urinary metabolites (H-NMR features);Urinary metabolites	
BRCA	cis	1	rs8103622	chr19:18572834	LRRC25	chr19:18501955-18508421:-	-0.15	-7.19	1.25E-12	Breast cancer	
BRCA	cis	1	rs8105833	chr19:41896145	B3GNT8	chr19:41931265-41934635:-	-0.22	-6.61	6.07E-11	Height	
BRCA	cis	1	rs8105994	chr19:18593553	LRRC25	chr19:18501955-18508421:-	-0.15	-7.61	5.89E-14	Breast cancer	
BRCA	cis	1	rs8105994	chr19:18593553	SSBP4	chr19:18530221-18545371:+	-0.11	-4.23	2.56E-5	Breast cancer	
BRCA	cis	1	rs8107367	chr19:18564705	LRRC25	chr19:18501955-18508421:-	-0.14	-6.95	6.5E-12	Breast cancer	
BRCA	cis	1	rs8109573	chr19:18617151	LRRC25	chr19:18501955-18508421:-	-0.13	-6.55	9.02E-11	Breast cancer	
BRCA	cis	1	rs8111746	chr19:39212859	LGALS4	chr19:39292312-39303740:-	-0.11	-3.53	0.000433	Heart rate	
BRCA	cis	1	rs8111746	chr19:39212859	LGALS7	chr19:39261608-39264157:-	-0.2	-6.29	4.73E-10	Heart rate	
BRCA	cis	1	rs8112837	chr19:10837030	LOC147727	chr19:10762539-10764548:-	0.21	3.55	0.000406	LDL cholesterol	
BRCA	cis	1	rs8113312	chr19:23061182	ZNF492	chr19:22817126-22850472:+	-0.25	-5.57	3.31E-8	Bronchopulmonary dysplasia	
BRCA	cis	1	rs8114671	chr20:33789142	PROCR	chr20:33758727-33765164:+	0.1	3.4	0.000705	Height	
BRCA	cis	1	rs8117100	chr20:33692261	PROCR	chr20:33758727-33765164:+	-0.22	-4.66	3.58E-6	Anticoagulant levels;D-dimer levels;Protein C levels;Factor VII levels;Hemostatic factors and hematological phenotypes	
BRCA	cis	1	rs8117359	chr20:23645826	CST1	chr20:23728191-23731574:-	0.33	6.5	1.22E-10	Plasma cystastin c levels in acute coronary syndrome	
BRCA	cis	1	rs8117359	chr20:23645826	CST4	chr20:23666277-23669662:-	0.16	3.53	0.000435	Plasma cystastin c levels in acute coronary syndrome	
BRCA	cis	1	rs8118008	chr20:3168166	FASTKD5	chr20:3127167-3140532:-	0.14	3.55	0.000408	Parkinson's disease	
BRCA	cis	1	rs8118008	chr20:3168166	ITPA	chr20:3190056-3204504:+	0.2	6.95	6.14E-12	Parkinson's disease	
BRCA	cis	1	rs8118008	chr20:3168166	ProSAPiP1	chr20:3143273-3154192:-	0.2	5.44	6.46E-8	Parkinson's disease	
BRCA	cis	1	rs8123062	chr20:55069310	C20orf43	chr20:55043647-55093942:+	0.15	3.99	7.19E-5	Refractive astigmatism	
BRCA	cis	1	rs8123289	chr20:3253831	ITPA	chr20:3190056-3204504:+	-0.14	-3.83	0.000133	IFN-related cytopenia	
BRCA	cis	1	rs8123978	chr20:33598789	MMP24	chr20:33814539-33864804:+	-0.23	-3.99	7.13E-5	Anticoagulant levels;D-dimer levels;Protein C levels;Factor VII levels;Hemostatic factors and hematological phenotypes	
BRCA	cis	1	rs8123978	chr20:33598789	PROCR	chr20:33758727-33765164:+	-0.24	-4.78	1.98E-6	Anticoagulant levels;D-dimer levels;Protein C levels;Factor VII levels;Hemostatic factors and hematological phenotypes	
BRCA	cis	1	rs8125868	chr20:25324410	FAM182A	chr20:26035250-26067552:+	0.21	5.61	2.51E-8	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs8125868	chr20:25324410	FAM182B	chr20:25744102-25848786:-	-0.23	-5.9	4.86E-9	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs8131214	chr21:30483386	N6AMT1	chr21:30244513-30257693:-	-0.12	-3.4	0.000691	Dental caries	
BRCA	cis	1	rs8131214	chr21:30483386	NCRNA00189	chr21:30565801-30660525:+	0.18	5.46	5.83E-8	Dental caries	
BRCA	cis	1	rs8133949	chr21:43421114	C21orf121	chr21:43442113-43445060:+	0.29	6.79	1.82E-11	Hand grip strength	
BRCA	cis	1	rs8135828	chr22:29929239	NIPSNAP1	chr22:29950800-29977144:-	-0.2	-4.14	3.73E-5	Lipid traits	
BRCA	cis	1	rs8138799	chr22:24556902	SUSD2	chr22:24577444-24585074:+	0.79	12.63	3.56E-34	Amyotrophic lateral sclerosis	
BRCA	cis	1	rs8170	chr19:17389704	ANKLE1	chr19:17392454-17398454:+	0.21	6.09	1.53E-9	Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Epithelial ovarian cancer;Ovarian cancer;Breast cancer	
BRCA	cis	1	rs8170	chr19:17389704	OCEL1	chr19:17337055-17340027:+	0.15	4.76	2.25E-6	Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Epithelial ovarian cancer;Ovarian cancer;Breast cancer	
BRCA	cis	1	rs8170	chr19:17389704	PLVAP	chr19:17462264-17488137:-	-0.09	-3.49	0.000502	Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Epithelial ovarian cancer;Ovarian cancer;Breast cancer	
BRCA	cis	1	rs8181385	chr10:19560960	PLXDC2	chr10:20105372-20569115:+	-0.11	-3.45	0.000589	Bone mineral density (Ward's triangle area)	
BRCA	cis	1	rs8181644	chr12:58173466	B4GALNT1	chr12:58019551-58026985:-	0.12	3.5	0.000489	Multiple sclerosis	
BRCA	cis	1	rs8181644	chr12:58173466	FAM119B	chr12:58166383-58176323:+	0.41	9.96	2.03E-22	Multiple sclerosis	
BRCA	cis	1	rs8181644	chr12:58173466	TSFM	chr12:58176536-58191367:+	-0.36	-10.46	1.88E-24	Multiple sclerosis	
BRCA	cis	1	rs8181644	chr12:58173466	XRCC6BP1	chr12:58335445-58351051:+	-0.19	-5.1	3.96E-7	Multiple sclerosis	
BRCA	cis	1	rs820429	chr3:27549188	NEK10	chr3:27152395-27410912:-	0.12	4.35	1.51E-5	Hypertension;Systolic blood pressure;Diastolic blood pressure	
BRCA	cis	1	rs820430	chr3:27548900	NEK10	chr3:27152395-27410912:-	-0.13	-4.44	9.8E-6	Hypertension;Systolic blood pressure;Diastolic blood pressure	
BRCA	cis	1	rs832551	chr5:56180112	C5orf35	chr5:56205103-56213010:+	0.78	19.89	4.15E-75	Type 2 diabetes	
BRCA	cis	1	rs832553	chr5:56114786	C5orf35	chr5:56205103-56213010:+	0.78	20.53	3.16E-79	Type 2 diabetes	
BRCA	cis	1	rs832554	chr5:56115036	C5orf35	chr5:56205103-56213010:+	0.78	20.49	6.1E-79	Type 2 diabetes	
BRCA	cis	1	rs832565	chr5:56150803	C5orf35	chr5:56205103-56213010:+	0.77	19.72	4.87E-74	Type 2 diabetes	
BRCA	cis	1	rs832568	chr5:56153776	C5orf35	chr5:56205103-56213010:+	0.77	19.71	5.41E-74	Type 2 diabetes	
BRCA	cis	1	rs832569	chr5:56154584	C5orf35	chr5:56205103-56213010:+	0.77	19.71	5.41E-74	Type 2 diabetes	
BRCA	cis	1	rs832578	chr5:56164223	C5orf35	chr5:56205103-56213010:+	0.79	21.17	2.71E-83	Type 2 diabetes	
BRCA	cis	1	rs832582	chr5:56177743	C5orf35	chr5:56205103-56213010:+	0.77	19.65	1.32E-73	Type 2 diabetes	
BRCA	cis	1	rs832583	chr5:56178217	C5orf35	chr5:56205103-56213010:+	0.78	19.88	4.85E-75	Type 2 diabetes	
BRCA	cis	1	rs832584	chr5:56179212	C5orf35	chr5:56205103-56213010:+	-0.74	-18.68	1.3E-67	Type 2 diabetes	
BRCA	cis	1	rs834575	chr1:100368382	LRRC39	chr1:100614413-100643800:-	0.35	4.19	3.02E-5	Carotid intima media thickness	
BRCA	cis	1	rs842361	chr2:135340840	TMEM163	chr2:135213331-135525334:-	-0.19	-4.98	7.4E-7	Neuroticism	
BRCA	cis	1	rs848490	chr7:77555005	PHTF2	chr7:77428109-77586818:+	0.17	4.94	8.91E-7	Glomerular filtration rate (creatinine);Glomerular filtration rate in non diabetics (creatinine)	
BRCA	cis	1	rs849142	chr7:28185891	JAZF1	chr7:27870196-28220437:-	-0.1	-3.6	0.000334	Crohn's disease;Type 2 diabetes	
BRCA	cis	1	rs853676	chr6:28299687	ZNF323	chr6:28292517-28324048:-	0.21	3.74	0.000194	Depression	
BRCA	cis	1	rs853676	chr6:28299687	ZSCAN23	chr6:28393287-28411279:-	0.18	3.75	0.000186	Depression	
BRCA	cis	1	rs853678	chr6:28297313	ZNF323	chr6:28292517-28324048:-	0.19	3.45	0.000583	Depression	
BRCA	cis	1	rs853678	chr6:28297313	ZSCAN23	chr6:28393287-28411279:-	0.18	3.68	0.000244	Depression	
BRCA	cis	1	rs853679	chr6:28296863	ZNF323	chr6:28292517-28324048:-	0.19	3.45	0.000583	Depression	
BRCA	cis	1	rs853679	chr6:28296863	ZSCAN23	chr6:28393287-28411279:-	0.18	3.68	0.000244	Depression	
BRCA	cis	1	rs853685	chr6:28288785	ZNF323	chr6:28292517-28324048:-	0.21	3.84	0.00013	Depression	
BRCA	cis	1	rs853685	chr6:28288785	ZSCAN23	chr6:28393287-28411279:-	0.18	3.79	0.000157	Depression	
BRCA	cis	1	rs853694	chr6:28279100	ZNF323	chr6:28292517-28324048:-	0.2	3.57	0.000372	Depression	
BRCA	cis	1	rs853694	chr6:28279100	ZSCAN23	chr6:28393287-28411279:-	0.18	3.74	0.000194	Depression	
BRCA	cis	1	rs854572	chr7:94954696	PON1	chr7:94927671-95025687:-	0.14	3.92	9.28E-5	Paraoxonase activity	
BRCA	cis	1	rs858232	chr7:23241719	NUPL2	chr7:23221446-23240629:+	-0.3	-4.05	5.55E-5	Chronic obstructive pulmonary disease	
BRCA	cis	1	rs858237	chr7:23239223	NUPL2	chr7:23221446-23240629:+	-0.27	-3.75	0.000185	Chronic obstructive pulmonary disease	
BRCA	cis	1	rs858239	chr7:23286315	GPNMB	chr7:23286316-23314728:+	-0.15	-5.45	6.15E-8	Parkinson's disease	
BRCA	cis	1	rs858240	chr7:23284237	GPNMB	chr7:23286316-23314728:+	-0.15	-5.63	2.28E-8	Parkinson's disease	
BRCA	cis	1	rs858245	chr7:23222727	NUPL2	chr7:23221446-23240629:+	-0.25	-3.43	0.000619	Chronic obstructive pulmonary disease	
BRCA	cis	1	rs858251	chr7:23218351	NUPL2	chr7:23221446-23240629:+	-0.28	-3.46	0.000561	Chronic obstructive pulmonary disease	
BRCA	cis	1	rs858277	chr7:23252261	NUPL2	chr7:23221446-23240629:+	0.27	3.58	0.000358	Chronic obstructive pulmonary disease	
BRCA	cis	1	rs858285	chr7:23249518	NUPL2	chr7:23221446-23240629:+	-0.27	-3.63	0.000296	Chronic obstructive pulmonary disease	
BRCA	cis	1	rs858291	chr7:23247361	NUPL2	chr7:23221446-23240629:+	-0.26	-3.66	0.00027	Chronic obstructive pulmonary disease	
BRCA	cis	1	rs858292	chr7:23246733	NUPL2	chr7:23221446-23240629:+	-0.27	-3.63	0.000296	Chronic obstructive pulmonary disease	
BRCA	cis	1	rs858296	chr7:23245548	NUPL2	chr7:23221446-23240629:+	-0.25	-3.5	0.000481	Chronic obstructive pulmonary disease	
BRCA	cis	1	rs858297	chr7:23244961	NUPL2	chr7:23221446-23240629:+	-0.25	-3.5	0.000481	Chronic obstructive pulmonary disease	
BRCA	cis	1	rs858301	chr7:23244323	NUPL2	chr7:23221446-23240629:+	-0.25	-3.5	0.000481	Chronic obstructive pulmonary disease	
BRCA	cis	1	rs858302	chr7:23244243	NUPL2	chr7:23221446-23240629:+	-0.25	-3.5	0.000481	Chronic obstructive pulmonary disease	
BRCA	cis	1	rs8589	chr6:49403282	CENPQ	chr6:49431096-49460820:+	-0.32	-10.66	2.81E-25	Homocysteine levels	
BRCA	cis	1	rs8589	chr6:49403282	MUT	chr6:49398994-49431031:-	0.15	4.57	5.49E-6	Homocysteine levels	
BRCA	cis	1	rs859767	chr2:135341200	TMEM163	chr2:135213331-135525334:-	-0.2	-5.11	3.87E-7	Neuroticism	
BRCA	cis	1	rs860580	chr5:56149429	C5orf35	chr5:56205103-56213010:+	-0.77	-20.56	2.1E-79	Type 2 diabetes	
BRCA	cis	1	rs861283	chr5:56184610	C5orf35	chr5:56205103-56213010:+	0.77	19.73	4.0E-74	Type 2 diabetes	
BRCA	cis	1	rs863840	chr5:56128999	C5orf35	chr5:56205103-56213010:+	0.76	18.82	2.01E-68	Type 2 diabetes	
BRCA	cis	1	rs864745	chr7:28180556	JAZF1	chr7:27870196-28220437:-	0.1	3.86	0.00012	Crohn's disease;Type 2 diabetes	
BRCA	cis	1	rs866222	chr5:56184444	C5orf35	chr5:56205103-56213010:+	0.77	19.73	4.0E-74	Type 2 diabetes	
BRCA	cis	1	rs867186	chr20:33764554	PROCR	chr20:33758727-33765164:+	0.24	5.1	4.12E-7	Anticoagulant levels;D-dimer levels;Protein C levels;Factor VII levels;Hemostatic factors and hematological phenotypes	
BRCA	cis	1	rs867234	chr3:119281636	CD80	chr3:119243142-119278481:-	0.12	4.23	2.57E-5	Vitiligo	
BRCA	cis	1	rs867411	chr12:131621789	FZD10	chr12:130647032-130650284:+	0.13	3.5	0.000483	RR interval (heart rate)	
BRCA	cis	1	rs868105	chr4:8501030	C4orf23	chr4:8440604-8495258:+	0.16	4.17	3.34E-5	Response to antineoplastic agents	
BRCA	cis	1	rs868530	chr5:156430916	TIMD4	chr5:156346293-156390266:-	-0.15	-4.01	6.51E-5	Hypertriglyceridemia	
BRCA	cis	1	rs869518	chr12:63412321	PPM1H	chr12:63037763-63328915:-	-0.15	-3.95	8.17E-5	Obesity-related traits	
BRCA	cis	1	rs870355	chr17:76166196	AFMID	chr17:76183398-76203782:+	0.12	3.54	0.000425	Adenocarcinoma;Lung cancer	
BRCA	cis	1	rs870355	chr17:76166196	SYNGR2	chr17:76164671-76169009:+	0.15	4.73	2.5E-6	Adenocarcinoma;Lung cancer	
BRCA	cis	1	rs870355	chr17:76166196	TMC6	chr17:76108999-76128488:-	0.12	4.36	1.44E-5	Adenocarcinoma;Lung cancer	
BRCA	cis	1	rs871130	chr12:56648777	COQ10A	chr12:56660642-56664748:+	0.29	4.29	1.95E-5	Psoriasis vulgaris	
BRCA	cis	1	rs871130	chr12:56648777	RPS26	chr12:56435686-56438005:+	0.27	3.77	0.000173	Psoriasis vulgaris	
BRCA	cis	1	rs871130	chr12:56648777	SLC39A5	chr12:56623820-56631627:+	0.24	3.82	0.000144	Psoriasis vulgaris	
BRCA	cis	1	rs871546	chr21:43413553	C21orf121	chr21:43442113-43445060:+	0.29	7.13	1.81E-12	Hand grip strength	
BRCA	cis	1	rs872863	chr9:126154354	DENND1A	chr9:126141933-126692417:-	0.25	4.35	1.52E-5	Myopia (pathological)	
BRCA	cis	1	rs872863	chr9:126154354	PDCL	chr9:125580623-125590840:-	0.18	3.46	0.000556	Myopia (pathological)	
BRCA	cis	1	rs872863	chr9:126154354	RABGAP1	chr9:125703112-125867146:+	0.21	4.08	4.92E-5	Myopia (pathological)	
BRCA	cis	1	rs872863	chr9:126154354	ZBTB6	chr9:125670336-125675609:-	0.14	3.4	0.000693	Myopia (pathological)	
BRCA	cis	1	rs873686	chr4:185638876	CASP3	chr4:185548852-185570629:-	-0.14	-4.17	3.27E-5	Kawasaki disease	
BRCA	cis	1	rs873686	chr4:185638876	CCDC111	chr4:185570767-185616112:+	-0.14	-4.03	5.96E-5	Kawasaki disease	
BRCA	cis	1	rs873686	chr4:185638876	MLF1IP	chr4:185615220-185655286:-	0.4	16.08	2.84E-52	Kawasaki disease	
BRCA	cis	1	rs8758	chr10:97366107	ENTPD1	chr10:97471536-97637022:+	0.16	5.63	2.31E-8	Blood metabolite levels	
BRCA	cis	1	rs876402	chr14:75601862	EIF2B2	chr14:75469612-75476292:+	-0.23	-6.42	2.0E-10	Height	
BRCA	cis	1	rs876402	chr14:75601862	MLH3	chr14:75480467-75518235:-	-0.23	-7.08	2.68E-12	Height	
BRCA	cis	1	rs877187	chr6:33706211	IP6K3	chr6:33689443-33714762:-	-0.23	-4.18	3.09E-5	Obesity (extreme)	
BRCA	cis	1	rs877529	chr22:39542292	APOBEC3H	chr22:39493290-39500070:+	-0.12	-5.4	8.12E-8	Multiple myeloma	
BRCA	cis	1	rs877636	chr12:56480583	RPS26	chr12:56435686-56438005:+	-0.64	-19.01	1.28E-69	Cognitive function	
BRCA	cis	1	rs877710	chr12:109993976	MYO1H	chr12:109826524-109886176:+	0.25	7.55	9.21E-14	HDL cholesterol	
BRCA	cis	1	rs878082	chr19:41897674	B3GNT8	chr19:41931265-41934635:-	-0.22	-6.65	4.59E-11	Height	
BRCA	cis	1	rs878083	chr19:41897688	ATP5SL	chr19:41937224-41945810:-	0.13	3.6	0.000333	Height	
BRCA	cis	1	rs878083	chr19:41897688	B3GNT8	chr19:41931265-41934635:-	-0.23	-7.04	3.34E-12	Height	
BRCA	cis	1	rs879568	chr18:34311659	C18orf10	chr18:34366472-34409158:-	-0.18	-5.29	1.47E-7	QRS duration	
BRCA	cis	1	rs881375	chr9:123652898	LOC253039	chr9:123605320-123616644:+	-0.36	-9.89	3.87E-22	Rheumatoid arthritis	
BRCA	cis	1	rs881375	chr9:123652898	TRAF1	chr9:123664672-123691479:-	0.11	5.04	5.36E-7	Rheumatoid arthritis	
BRCA	cis	1	rs881827	chr21:48019868	C21orf57	chr21:47706267-47717664:+	-0.16	-4.06	5.37E-5	Lymphocyte counts	
BRCA	cis	1	rs882803	chr1:45976147	CCDC163P	chr1:45960581-45965646:-	-0.72	-23.67	6.28E-100	Homocysteine levels	
BRCA	cis	1	rs883433	chr19:39206288	LGALS7	chr19:39261608-39264157:-	0.2	6.4	2.38E-10	Heart rate	
BRCA	cis	1	rs883565	chr3:39055317	TTC21A	chr3:39149152-39180394:+	0.13	3.99	7.17E-5	Handedness	
BRCA	cis	1	rs883838	chr9:135815474	C9orf98	chr9:135600965-135754198:-	0.09	3.38	0.00076	Psoriasis	
BRCA	cis	1	rs884613	chr20:25288505	ABHD12	chr20:25275380-25371477:-	-0.12	-3.46	0.000569	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs884613	chr20:25288505	FAM182A	chr20:26035250-26067552:+	0.23	5.98	2.99E-9	Liver enzyme levels (alkaline phosphatase)	
