cancer.type	eQTL.type	tagSNP	LD	SNP.ID	SNP.position.hg19	Gene.symbol	Gene.position.hg19	Beta	t-stat	P-value	GWAS-Traits	
PCPG	cis	1	rs1001530	chr5:176985515	HK3	chr5:176307871-176326333:-	-0.54	-4.29	3.16E-5	Alzheimer disease and age of onset	
PCPG	cis	1	rs7564890	chr2:73641853	ALMS1P	chr2:73872046-73912692:+	0.61	5.77	4.28E-8	Metabolite levels	
PCPG	cis	1	rs7572722	chr2:73724675	ALMS1P	chr2:73872046-73912692:+	0.59	5.66	7.36E-8	Metabolite levels	
PCPG	cis	1	rs7576245	chr2:73829678	ALMS1P	chr2:73872046-73912692:+	0.6	5.81	3.48E-8	Metabolite levels	
PCPG	cis	1	rs7579277	chr2:28996295	TRMT61B	chr2:29072690-29093175:-	-0.52	-5.28	4.38E-7	Body mass index	
PCPG	cis	1	rs757978	chr2:242371101	SEPT2	chr2:242254723-242293439:+	0.52	4.11	6.36E-5	Chronic lymphocytic leukemia	
PCPG	cis	1	rs7580240	chr2:29114372	TRMT61B	chr2:29072690-29093175:-	0.44	4.24	3.8E-5	Breast cancer (estrogen-receptor negative);Breast cancer	
PCPG	cis	1	rs7580825	chr2:73635148	ALMS1P	chr2:73872046-73912692:+	0.62	5.85	2.79E-8	Metabolite levels	
PCPG	cis	1	rs75824542	chr14:74523047	LIN52	chr14:74551656-74667117:+	0.3	5.65	7.54E-8	Common traits (Other)	
PCPG	cis	1	rs7582606	chr2:73813945	ALMS1P	chr2:73872046-73912692:+	0.6	5.9	2.27E-8	Metabolite levels	
PCPG	cis	1	rs7583255	chr2:73797996	ALMS1P	chr2:73872046-73912692:+	0.61	5.82	3.31E-8	Metabolite levels	
PCPG	cis	1	rs7584575	chr2:73666402	ALMS1P	chr2:73872046-73912692:+	0.58	5.86	2.76E-8	Metabolite levels	
PCPG	cis	1	rs7585004	chr2:73666645	ALMS1P	chr2:73872046-73912692:+	0.6	6	1.33E-8	Metabolite levels	
PCPG	cis	1	rs7586463	chr2:73798476	ALMS1P	chr2:73872046-73912692:+	0.61	5.82	3.31E-8	Metabolite levels	
PCPG	cis	1	rs7587476	chr2:215653887	BARD1	chr2:215593275-215674428:-	0.32	4.47	1.49E-5	Neuroblastoma	
PCPG	cis	1	rs7589728	chr2:88518440	THNSL2	chr2:88469835-88486145:+	-0.76	-4.7	5.62E-6	Plasma clusterin levels	
PCPG	cis	1	rs75913297	chr10:81789845	LOC219347	chr10:81805991-81838949:-	0.99	8.09	1.65E-13	Chronic obstructive pulmonary disease-related biomarkers	
PCPG	cis	1	rs7591472	chr2:201889751	PPIL3	chr2:201735680-201753999:-	-0.96	-9.9	3.38E-18	Triptolide cytotoxicity	
PCPG	cis	1	rs7594511	chr2:73681639	ALMS1P	chr2:73872046-73912692:+	0.59	5.63	8.21E-8	Metabolite levels	
PCPG	cis	1	rs7598396	chr2:73652628	ALMS1P	chr2:73872046-73912692:+	0.59	5.76	4.36E-8	Metabolite levels	
PCPG	cis	1	rs7598419	chr2:73798223	ALMS1P	chr2:73872046-73912692:+	0.63	5.67	6.81E-8	Metabolite levels	
PCPG	cis	1	rs7598876	chr2:28974466	TRMT61B	chr2:29072690-29093175:-	-0.5	-4.83	3.34E-6	Body mass index	
PCPG	cis	1	rs7604682	chr2:73788026	ALMS1P	chr2:73872046-73912692:+	0.61	6.05	1.05E-8	Metabolite levels	
PCPG	cis	1	rs760555	chr22:25872837	CRYBB2	chr22:25615612-25627836:+	0.68	6.05	1.08E-8	Bipolar disorder with mood-incongruent psychosis	
PCPG	cis	1	rs7607014	chr2:73730174	ALMS1P	chr2:73872046-73912692:+	-0.57	-5.64	7.87E-8	Metabolite levels	
PCPG	cis	1	rs7609851	chr3:156638503	LEKR1	chr3:156544076-156763918:+	-0.52	-5.09	1.04E-6	Bone mineral density	
PCPG	cis	1	rs761025	chr20:25426968	ENTPD6	chr20:25176339-25207360:+	-0.34	-4.32	2.81E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs761025	chr20:25426968	FAM182A	chr20:26035250-26067552:+	-0.46	-5.57	1.09E-7	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs7611611	chr3:134307877	ANAPC13	chr3:134196547-134204865:-	0.35	4.81	3.5E-6	Height	
PCPG	cis	1	rs7611828	chr3:134250325	ANAPC13	chr3:134196547-134204865:-	0.36	5.01	1.46E-6	Height	
PCPG	cis	1	rs7616844	chr3:41874343	ULK4	chr3:41288091-42003660:-	0.78	10.98	4.48E-21	Diastolic blood pressure	
PCPG	cis	1	rs7617397	chr3:41959037	ULK4	chr3:41288091-42003660:-	-0.78	-11.6	9.07E-23	Diastolic blood pressure	
PCPG	cis	1	rs7617912	chr3:156576412	LEKR1	chr3:156544076-156763918:+	-0.5	-4.68	6.35E-6	Bone mineral density	
PCPG	cis	1	rs7619451	chr3:134233238	ANAPC13	chr3:134196547-134204865:-	0.34	4.62	8.05E-6	Height	
PCPG	cis	1	rs7620458	chr3:156576850	LEKR1	chr3:156544076-156763918:+	-0.48	-4.49	1.41E-5	Bone mineral density	
PCPG	cis	1	rs7622259	chr3:41881351	ULK4	chr3:41288091-42003660:-	0.79	11.24	8.88E-22	Diastolic blood pressure	
PCPG	cis	1	rs76233091	chr15:24054578	WHAMML1	chr15:23187731-23208357:-	0.7	4.12	6.18E-5	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	
PCPG	cis	1	rs7624372	chr3:41881107	ULK4	chr3:41288091-42003660:-	0.79	11.24	8.88E-22	Diastolic blood pressure	
PCPG	cis	1	rs76277863	chr15:40649863	C15orf23	chr15:40674922-40686488:+	1.13	11.2	1.15E-21	Heschl's gyrus morphology	
PCPG	cis	1	rs7630874	chr3:134293291	ANAPC13	chr3:134196547-134204865:-	-0.36	-4.86	2.85E-6	Height	
PCPG	cis	1	rs7631057	chr3:41817951	ULK4	chr3:41288091-42003660:-	0.72	10.73	2.12E-20	Diastolic blood pressure	
PCPG	cis	1	rs7632387	chr3:41853161	ULK4	chr3:41288091-42003660:-	0.66	8.19	9.46E-14	Diastolic blood pressure	
PCPG	cis	1	rs7636782	chr3:48421387	TREX1	chr3:48501186-48509043:+	-0.26	-4.04	8.3E-5	Longevity	
PCPG	cis	1	rs7637227	chr3:134244155	ANAPC13	chr3:134196547-134204865:-	0.36	5.01	1.46E-6	Height	
PCPG	cis	1	rs7639514	chr3:156576067	LEKR1	chr3:156544076-156763918:+	-0.5	-4.94	2.03E-6	Bone mineral density	
PCPG	cis	1	rs7646144	chr3:41853125	ULK4	chr3:41288091-42003660:-	0.65	8.05	2.13E-13	Diastolic blood pressure	
PCPG	cis	1	rs76471037	chr3:41799414	ULK4	chr3:41288091-42003660:-	0.73	10.41	1.52E-19	Diastolic blood pressure	
PCPG	cis	1	rs7648357	chr3:41849670	ULK4	chr3:41288091-42003660:-	0.74	10.79	1.44E-20	Diastolic blood pressure	
PCPG	cis	1	rs7648578	chr3:41858731	ULK4	chr3:41288091-42003660:-	0.74	10.69	2.71E-20	Diastolic blood pressure	
PCPG	cis	1	rs7648990	chr3:134244390	ANAPC13	chr3:134196547-134204865:-	0.36	5.01	1.46E-6	Height	
PCPG	cis	1	rs7650227	chr3:41794937	ULK4	chr3:41288091-42003660:-	0.72	10.53	7.06E-20	Diastolic blood pressure	
PCPG	cis	1	rs7651407	chr3:48443816	TREX1	chr3:48501186-48509043:+	-0.28	-4.21	4.38E-5	Longevity	
PCPG	cis	1	rs7653691	chr3:48419689	TREX1	chr3:48501186-48509043:+	0.29	4.21	4.28E-5	Longevity	
PCPG	cis	1	rs76542740	chr15:43891512	ADAL	chr15:43622872-43646094:+	-0.52	-5.01	1.49E-6	Tumor biomarkers	
PCPG	cis	1	rs765527	chr19:22129555	ZNF257	chr19:22235266-22273901:+	-0.49	-4.86	2.87E-6	Chagas cardiomyopathy in Tripanosoma cruzi seropositivity	
PCPG	cis	1	rs7656037	chr4:39717965	RPL9	chr4:39455747-39460568:-	-0.51	-5.19	6.43E-7	Plasma amyloid beta peptide concentrations (ABx-40)	
PCPG	cis	1	rs7661070	chr4:39724365	RPL9	chr4:39455747-39460568:-	-0.53	-5.41	2.39E-7	Plasma amyloid beta peptide concentrations (ABx-40)	
PCPG	cis	1	rs7663811	chr4:142154614	ZNF330	chr4:142142049-142155848:+	-0.35	-4.33	2.69E-5	Conduct disorder	
PCPG	cis	1	rs7667	chr1:19718824	ALDH4A1	chr1:19197926-19229293:-	0.3	4.08	7.12E-5	Crohn's disease and psoriasis	
PCPG	cis	1	rs7679975	chr4:142154551	ZNF330	chr4:142142049-142155848:+	-0.35	-4.29	3.12E-5	Conduct disorder	
PCPG	cis	1	rs76812330	chr19:50531860	SIGLEC16	chr19:50472912-50479075:+	0.77	5.1	9.92E-7	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	
PCPG	cis	1	rs7684664	chr4:142150860	ZNF330	chr4:142142049-142155848:+	-0.34	-4.05	7.96E-5	Conduct disorder	
PCPG	cis	1	rs7687557	chr4:39769260	RPL9	chr4:39455747-39460568:-	-0.52	-5.38	2.68E-7	Plasma amyloid beta peptide concentrations (ABx-40)	
PCPG	cis	1	rs76955643	chr15:24054859	WHAMML1	chr15:23187731-23208357:-	0.7	4.12	6.18E-5	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	
PCPG	cis	1	rs76994419	chr15:40714150	C15orf23	chr15:40674922-40686488:+	1.2	10.71	2.32E-20	Heschl's gyrus morphology	
PCPG	cis	1	rs7705093	chr5:96290647	ERAP2	chr5:96211644-96255398:+	1.16	22.74	4.28E-51	Birdshot chorioretinopathy	
PCPG	cis	1	rs77187281	chr19:50507667	SIGLEC16	chr19:50472912-50479075:+	0.77	5.1	9.92E-7	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	
PCPG	cis	1	rs7740487	chr6:28216486	ZNF187	chr6:28234788-28245978:+	-0.35	-4.61	8.53E-6	Depression	
PCPG	cis	1	rs7743393	chr6:127396215	THEMIS	chr6:128029346-128239742:-	0.27	4.18	4.78E-5	Iron status biomarkers	
PCPG	cis	1	rs7746598	chr6:170084933	WDR27	chr6:169857307-170102159:-	-0.54	-5.64	7.98E-8	Thiazide-induced adverse metabolic effects in hypertensive patients	
PCPG	cis	1	rs7747645	chr6:170070291	WDR27	chr6:169857307-170102159:-	-0.57	-6.26	3.71E-9	Thiazide-induced adverse metabolic effects in hypertensive patients	
PCPG	cis	1	rs7747824	chr6:86647106	SNHG5	chr6:86386726-86388451:-	-0.47	-6.15	6.52E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs7750918	chr6:49430082	MUT	chr6:49398994-49431031:-	0.26	4.18	4.81E-5	Folate pathway vitamin levels	
PCPG	cis	1	rs77531164	chr15:40673466	C15orf23	chr15:40674922-40686488:+	1.05	10.26	3.75E-19	Heschl's gyrus morphology	
PCPG	cis	1	rs7756203	chr6:86627707	SNHG5	chr6:86386726-86388451:-	-0.49	-6.23	4.28E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs7757969	chr6:112132032	FYN	chr6:111982487-112194627:-	-0.33	-4.26	3.54E-5	Anger	
PCPG	cis	1	rs7758660	chr6:112128947	FYN	chr6:111982487-112194627:-	-0.32	-4.12	6.14E-5	Anger	
PCPG	cis	1	rs7760207	chr6:86721700	SNHG5	chr6:86386726-86388451:-	-0.5	-6.32	2.67E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs7762018	chr6:170113244	WDR27	chr6:169857307-170102159:-	-0.5	-5.12	8.99E-7	Thiazide-induced adverse metabolic effects in hypertensive patients	
PCPG	cis	1	rs7766645	chr6:86622238	SNHG5	chr6:86386726-86388451:-	-0.47	-6.15	6.52E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs7771342	chr6:86631936	SNHG5	chr6:86386726-86388451:-	-0.49	-6.23	4.28E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs77828254	chr14:32225501	NUBPL	chr14:32030591-32330417:+	0.33	4.23	4.06E-5	Polychlorinated biphenyl levels	
PCPG	cis	1	rs778758	chr2:61782161	AHSA2	chr2:61404553-61414058:+	-0.36	-5.31	3.75E-7	Tuberculosis	
PCPG	cis	1	rs778758	chr2:61782161	C2orf74	chr2:61372243-61391964:+	0.34	4.5	1.32E-5	Tuberculosis	
PCPG	cis	1	rs778762	chr2:61782921	AHSA2	chr2:61404553-61414058:+	-0.36	-5.37	2.87E-7	Tuberculosis	
PCPG	cis	1	rs778762	chr2:61782921	C2orf74	chr2:61372243-61391964:+	0.34	4.52	1.21E-5	Tuberculosis	
PCPG	cis	1	rs778763	chr2:61785639	AHSA2	chr2:61404553-61414058:+	-0.36	-5.31	3.75E-7	Tuberculosis	
PCPG	cis	1	rs778763	chr2:61785639	C2orf74	chr2:61372243-61391964:+	0.34	4.5	1.32E-5	Tuberculosis	
PCPG	cis	1	rs7792262	chr7:23915743	C7orf46	chr7:23719749-23742268:+	-0.44	-5.76	4.37E-8	Schizophrenia	
PCPG	cis	1	rs78153629	chr15:40673465	C15orf23	chr15:40674922-40686488:+	1.05	10.34	2.38E-19	Heschl's gyrus morphology	
PCPG	cis	1	rs785464	chr1:46523089	CCDC163P	chr1:45960581-45965646:-	-0.4	-5.92	2.01E-8	Body mass index	
PCPG	cis	1	rs785471	chr1:46518677	CCDC163P	chr1:45960581-45965646:-	-0.39	-5.46	1.89E-7	Body mass index	
PCPG	cis	1	rs785479	chr1:46492144	CCDC163P	chr1:45960581-45965646:-	-0.4	-5.71	5.55E-8	Body mass index	
PCPG	cis	1	rs785481	chr1:46554518	CCDC163P	chr1:45960581-45965646:-	-0.41	-5.88	2.45E-8	Body mass index	
PCPG	cis	1	rs785485	chr1:46574424	CCDC163P	chr1:45960581-45965646:-	-0.4	-5.74	4.95E-8	Body mass index	
PCPG	cis	1	rs785488	chr1:46576095	CCDC163P	chr1:45960581-45965646:-	-0.41	-5.94	1.8E-8	Body mass index	
PCPG	cis	1	rs785489	chr1:46576390	CCDC163P	chr1:45960581-45965646:-	-0.41	-5.94	1.8E-8	Body mass index	
PCPG	cis	1	rs785491	chr1:46583418	CCDC163P	chr1:45960581-45965646:-	-0.41	-6.16	5.93E-9	Body mass index	
PCPG	cis	1	rs785492	chr1:46583607	CCDC163P	chr1:45960581-45965646:-	-0.41	-5.92	2.01E-8	Body mass index	
PCPG	cis	1	rs785494	chr1:46586626	CCDC163P	chr1:45960581-45965646:-	-0.41	-6.15	6.41E-9	Body mass index	
PCPG	cis	1	rs785495	chr1:46587887	CCDC163P	chr1:45960581-45965646:-	-0.41	-6.25	3.8E-9	Body mass index	
PCPG	cis	1	rs785503	chr1:46595868	CCDC163P	chr1:45960581-45965646:-	-0.41	-6.15	6.41E-9	Body mass index	
PCPG	cis	1	rs785520	chr1:46568836	CCDC163P	chr1:45960581-45965646:-	-0.41	-5.88	2.45E-8	Body mass index	
PCPG	cis	1	rs789859	chr3:194405888	LSG1	chr3:194361518-194393206:-	-0.26	-4.07	7.58E-5	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	
PCPG	cis	1	rs789860	chr3:194405630	LSG1	chr3:194361518-194393206:-	-0.27	-4.07	7.43E-5	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	
PCPG	cis	1	rs79044944	chr15:40676285	C15orf23	chr15:40674922-40686488:+	1.08	10.57	5.79E-20	Heschl's gyrus morphology	
PCPG	cis	1	rs79099212	chr15:24054856	WHAMML1	chr15:23187731-23208357:-	0.7	4.12	6.18E-5	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	
PCPG	cis	1	rs791856	chr6:86681841	SNHG5	chr6:86386726-86388451:-	0.46	5.94	1.82E-8	Response to antipsychotic treatment	
PCPG	cis	1	rs79548696	chr3:41803385	ULK4	chr3:41288091-42003660:-	0.71	10.15	7.6E-19	Diastolic blood pressure	
PCPG	cis	1	rs79602855	chr19:50525725	SIGLEC16	chr19:50472912-50479075:+	0.77	5.1	9.92E-7	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	
PCPG	cis	1	rs79633979	chr19:50488612	SIGLEC16	chr19:50472912-50479075:+	0.77	5.08	1.07E-6	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	
PCPG	cis	1	rs7975389	chr12:79899702	PAWR	chr12:79985747-80084790:-	0.35	4.63	7.66E-6	Classic bladder exstrophy	
PCPG	cis	1	rs798741	chr4:1712413	FGFR3	chr4:1795039-1810599:+	-0.37	-4.2	4.58E-5	Urinary bladder cancer;Bladder cancer	
PCPG	cis	1	rs8000149	chr13:50090025	SETDB2	chr13:50018429-50069138:+	-0.33	-4.05	8.24E-5	Cardiac hypertrophy	
PCPG	cis	1	rs8010715	chr14:24609147	FAM158A	chr14:24608175-24610797:-	-0.29	-4.41	1.92E-5	IgG glycosylation	
PCPG	cis	1	rs80135780	chr15:24054600	WHAMML1	chr15:23187731-23208357:-	0.7	4.12	6.18E-5	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	
PCPG	cis	1	rs8014374	chr14:75322914	DLST	chr14:75348594-75370450:+	-0.27	-4.04	8.5E-5	Caffeine consumption	
PCPG	cis	1	rs80202648	chr19:50494386	SIGLEC16	chr19:50472912-50479075:+	0.77	5.1	9.92E-7	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	
PCPG	cis	1	rs8023644	chr15:50937123	SPPL2A	chr15:50999739-51057910:-	0.31	4.4	2.01E-5	QT interval	
PCPG	cis	1	rs8023716	chr15:65744861	DPP8	chr15:65737999-65810035:-	-0.19	-4.59	9.21E-6	Mean corpuscular hemoglobin	
PCPG	cis	1	rs8027260	chr15:65955172	DPP8	chr15:65737999-65810035:-	0.18	4.39	2.11E-5	Mean corpuscular hemoglobin	
PCPG	cis	1	rs80285556	chr19:50540170	SIGLEC16	chr19:50472912-50479075:+	0.76	4.89	2.48E-6	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	
PCPG	cis	1	rs8031179	chr15:65952034	DPP8	chr15:65737999-65810035:-	-0.19	-4.64	7.26E-6	Mean corpuscular hemoglobin	
PCPG	cis	1	rs80314222	chr19:50525514	SIGLEC16	chr19:50472912-50479075:+	0.78	5.08	1.09E-6	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	
PCPG	cis	1	rs8033938	chr15:40703114	C15orf23	chr15:40674922-40686488:+	1.13	11.35	4.58E-22	Heschl's gyrus morphology	
PCPG	cis	1	rs8035639	chr15:65944548	DPP8	chr15:65737999-65810035:-	-0.19	-4.72	5.17E-6	Mean corpuscular hemoglobin	
PCPG	cis	1	rs8036588	chr15:50956834	SPPL2A	chr15:50999739-51057910:-	0.32	4.72	5.21E-6	QT interval	
PCPG	cis	1	rs8042366	chr15:66012443	DPP8	chr15:65737999-65810035:-	-0.19	-4.71	5.38E-6	Mean corpuscular hemoglobin	
PCPG	cis	1	rs8042807	chr15:66012444	DPP8	chr15:65737999-65810035:-	-0.19	-4.71	5.38E-6	Mean corpuscular hemoglobin	
PCPG	cis	1	rs804280	chr8:11612698	C8orf12	chr8:11225911-11296166:+	0.46	5.32	3.64E-7	Myopia (pathological)	
PCPG	cis	1	rs804280	chr8:11612698	FAM167A	chr8:11278973-11324276:-	0.49	5.53	1.34E-7	Myopia (pathological)	
PCPG	cis	1	rs804281	chr8:11611865	C8orf12	chr8:11225911-11296166:+	0.43	4.72	5.29E-6	Myopia (pathological)	
PCPG	cis	1	rs804281	chr8:11611865	FAM167A	chr8:11278973-11324276:-	0.52	5.71	5.66E-8	Myopia (pathological)	
PCPG	cis	1	rs8056893	chr16:68304392	NFATC3	chr16:68118654-68260837:+	0.56	5.52	1.4E-7	Blood metabolite levels;Blood metabolite ratios;Glomerular filtration rate (creatinine)	
PCPG	cis	1	rs8065059	chr17:28417376	EFCAB5	chr17:28256874-28435469:+	-0.42	-4.04	8.36E-5	Coffee consumption (cups per day)	
PCPG	cis	1	rs8065437	chr17:45721653	C17orf57	chr17:45401142-45518675:+	0.39	4.57	9.87E-6	Very long-chain saturated fatty acid levels (fatty acid 20:0)	
PCPG	cis	1	rs8065669	chr17:45724996	C17orf57	chr17:45401142-45518675:+	0.39	4.55	1.07E-5	Very long-chain saturated fatty acid levels (fatty acid 20:0)	
PCPG	cis	1	rs8070454	chr17:38160754	GSDMA	chr17:38119226-38134019:+	-0.67	-8.22	7.91E-14	Neutrophil count;White blood cell count;C-reactive protein and white blood cell count	
PCPG	cis	1	rs8072100	chr17:45674687	C17orf57	chr17:45401142-45518675:+	-0.41	-4.76	4.36E-6	Very long-chain saturated fatty acid levels (fatty acid 20:0)	
PCPG	cis	1	rs8078723	chr17:38166879	GSDMA	chr17:38119226-38134019:+	-0.66	-8.2	8.91E-14	Neutrophil count;White blood cell count;C-reactive protein and white blood cell count	
PCPG	cis	1	rs809775	chr1:46538040	CCDC163P	chr1:45960581-45965646:-	-0.4	-5.73	5.15E-8	Body mass index	
PCPG	cis	1	rs8100392	chr19:33605933	GPATCH1	chr19:33571786-33621318:+	0.39	5.14	8.25E-7	Bone properties (heel)	
PCPG	cis	1	rs8105994	chr19:18593553	ELL	chr19:18553475-18632937:-	-0.38	-4.2	4.48E-5	Breast cancer	
PCPG	cis	1	rs8110181	chr19:33605939	GPATCH1	chr19:33571786-33621318:+	0.39	5.14	8.25E-7	Bone properties (heel)	
PCPG	cis	1	rs8111746	chr19:39212859	LGALS7	chr19:39261608-39264157:-	-0.34	-4.09	6.82E-5	Heart rate	
PCPG	cis	1	rs8125868	chr20:25324410	ENTPD6	chr20:25176339-25207360:+	0.33	4.19	4.63E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs8125868	chr20:25324410	FAM182A	chr20:26035250-26067552:+	0.48	5.86	2.76E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs8136657	chr22:40516522	XPNPEP3	chr22:41253094-41363888:+	0.5	4.71	5.53E-6	Prostate cancer (gene x gene interaction);Prostate cancer	
PCPG	cis	1	rs8138799	chr22:24556902	SUSD2	chr22:24577444-24585074:+	0.71	4.81	3.55E-6	Amyotrophic lateral sclerosis	
PCPG	cis	1	rs8141797	chr22:24582041	SUSD2	chr22:24577444-24585074:+	-0.68	-4.67	6.62E-6	Amyotrophic lateral sclerosis	
PCPG	cis	1	rs8170	chr19:17389704	MRPL34	chr19:17416477-17417652:+	-0.42	-4.46	1.6E-5	Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Epithelial ovarian cancer;Ovarian cancer;Breast cancer	
PCPG	cis	1	rs8181644	chr12:58173466	FAM119B	chr12:58166383-58176323:+	0.57	5.61	9.1E-8	Multiple sclerosis	
PCPG	cis	1	rs8181644	chr12:58173466	TSFM	chr12:58176536-58191367:+	-0.54	-6.77	2.56E-10	Multiple sclerosis	
PCPG	cis	1	rs823144	chr1:205744546	RAB7L1	chr1:205737115-205744610:-	0.37	4.49	1.38E-5	Parkinson's disease	
PCPG	cis	1	rs832551	chr5:56180112	C5orf35	chr5:56205103-56213010:+	1.09	10.55	6.23E-20	Type 2 diabetes	
PCPG	cis	1	rs832553	chr5:56114786	C5orf35	chr5:56205103-56213010:+	0.95	9.52	3.46E-17	Type 2 diabetes	
PCPG	cis	1	rs832554	chr5:56115036	C5orf35	chr5:56205103-56213010:+	0.97	9.78	7.3E-18	Type 2 diabetes	
PCPG	cis	1	rs832565	chr5:56150803	C5orf35	chr5:56205103-56213010:+	1.05	9.86	4.35E-18	Type 2 diabetes	
PCPG	cis	1	rs832568	chr5:56153776	C5orf35	chr5:56205103-56213010:+	1.05	9.86	4.35E-18	Type 2 diabetes	
PCPG	cis	1	rs832569	chr5:56154584	C5orf35	chr5:56205103-56213010:+	1.05	9.86	4.35E-18	Type 2 diabetes	
PCPG	cis	1	rs832578	chr5:56164223	C5orf35	chr5:56205103-56213010:+	1.05	10.56	6.12E-20	Type 2 diabetes	
PCPG	cis	1	rs832582	chr5:56177743	C5orf35	chr5:56205103-56213010:+	1.09	10.55	6.23E-20	Type 2 diabetes	
PCPG	cis	1	rs832583	chr5:56178217	C5orf35	chr5:56205103-56213010:+	1.09	10.55	6.23E-20	Type 2 diabetes	
PCPG	cis	1	rs832584	chr5:56179212	C5orf35	chr5:56205103-56213010:+	-1.09	-10.55	6.23E-20	Type 2 diabetes	
PCPG	cis	1	rs853676	chr6:28299687	ZNF187	chr6:28234788-28245978:+	-0.3	-4.4	2.0E-5	Depression	
PCPG	cis	1	rs853678	chr6:28297313	ZNF187	chr6:28234788-28245978:+	-0.28	-4.15	5.51E-5	Depression	
PCPG	cis	1	rs853679	chr6:28296863	ZNF187	chr6:28234788-28245978:+	-0.28	-4.15	5.51E-5	Depression	
PCPG	cis	1	rs853685	chr6:28288785	ZNF187	chr6:28234788-28245978:+	-0.3	-4.4	1.98E-5	Depression	
PCPG	cis	1	rs853685	chr6:28288785	ZSCAN23	chr6:28393287-28411279:-	0.24	4.15	5.52E-5	Depression	
PCPG	cis	1	rs853694	chr6:28279100	ZNF187	chr6:28234788-28245978:+	-0.3	-4.4	1.98E-5	Depression	
PCPG	cis	1	rs853694	chr6:28279100	ZSCAN23	chr6:28393287-28411279:-	0.24	4.15	5.52E-5	Depression	
PCPG	cis	1	rs853758	chr12:122408855	PSMD9	chr12:122326646-122355770:+	-0.45	-4.1	6.64E-5	Urinary metabolites	
PCPG	cis	1	rs854572	chr7:94954696	PON1	chr7:94927671-95025687:-	0.45	5.23	5.37E-7	Paraoxonase activity	
PCPG	cis	1	rs860580	chr5:56149429	C5orf35	chr5:56205103-56213010:+	-1.02	-10.27	3.48E-19	Type 2 diabetes	
PCPG	cis	1	rs861283	chr5:56184610	C5orf35	chr5:56205103-56213010:+	1.09	10.55	6.23E-20	Type 2 diabetes	
PCPG	cis	1	rs863840	chr5:56128999	C5orf35	chr5:56205103-56213010:+	1.01	8.57	1.0E-14	Type 2 diabetes	
PCPG	cis	1	rs866222	chr5:56184444	C5orf35	chr5:56205103-56213010:+	1.09	10.55	6.23E-20	Type 2 diabetes	
PCPG	cis	1	rs877636	chr12:56480583	RPS26	chr12:56435686-56438005:+	-0.69	-7.88	5.4E-13	Cognitive function	
PCPG	cis	1	rs881375	chr9:123652898	LOC253039	chr9:123605320-123616644:+	-0.56	-5.43	2.15E-7	Rheumatoid arthritis	
PCPG	cis	1	rs882803	chr1:45976147	CCDC163P	chr1:45960581-45965646:-	-0.54	-8.59	9.29E-15	Homocysteine levels	
PCPG	cis	1	rs884613	chr20:25288505	ENTPD6	chr20:25176339-25207360:+	0.34	4.14	5.64E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs884613	chr20:25288505	FAM182A	chr20:26035250-26067552:+	0.55	6.56	7.68E-10	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs884841	chr6:86680300	SNHG5	chr6:86386726-86388451:-	-0.51	-6.28	3.28E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs891386	chr18:21103971	NPC1	chr18:21108363-21166581:-	0.33	5.12	8.94E-7	Body mass index	
PCPG	cis	1	rs892864	chr5:127835859	FBN2	chr5:127593602-127873916:-	0.43	4.09	6.92E-5	Multiple system atrophy	
PCPG	cis	1	rs895958	chr12:122378206	PSMD9	chr12:122326646-122355770:+	-0.44	-4.03	8.59E-5	Urinary metabolites	
PCPG	cis	1	rs895959	chr12:122320352	PSMD9	chr12:122326646-122355770:+	-0.43	-4.27	3.37E-5	Urinary metabolites	
PCPG	cis	1	rs898225	chr3:48413179	TREX1	chr3:48501186-48509043:+	0.29	4.16	5.37E-5	Longevity	
PCPG	cis	1	rs904251	chr6:37451696	C6orf129	chr6:37450699-37467700:-	0.3	4.49	1.41E-5	Cognitive performance	
